identifier,A_total_imports,A_dangerous_imports_count,A_has_os_import,A_has_subprocess_import,A_has_socket_import,A_functions_defined,A_functions_called_count,A_dangerous_calls_count,A_unique_functions,A_function_density,A_file_operations_count,A_network_operations_count,A_process_spawning_count,A_code_execution_count,A_has_api_abuse,A_dynamic_types_count,A_type_confusion_risk,A_has_dynamic_operations,A_tainted_flows_count,A_sink_locations_count,A_has_tainted_sink,A_cyclomatic_complexity,A_max_nesting_depth,A_lines_of_code,A_complexity_per_line,B_avg_string_entropy,B_max_string_entropy,B_high_entropy_count,B_base64_count,B_hex_string_count,B_unicode_escape_count,B_encoded_payload_count,B_staged_execution_count,B_dynamic_import_count,B_runtime_code_gen_count,B_time_check_count,B_trigger_condition_count,B_obfuscation_method_count,B_has_identifier_obfuscation,B_anti_debug_count,B_anti_vm_count,B_env_check_count,B_total_obfuscation_score,B_total_evasion_score,B_total_logic_bomb_score,C_total_api_calls,C_unique_api_calls,C_max_call_depth,C_api_sequence_score,C_suspicious_sequence_count,C_has_suspicious_sequence,C_control_flow_complexity,C_max_nesting_depth,C_matched_signature_count,C_max_signature_confidence,C_file_and_network,C_crypto_and_network,C_persistence_behavior,C_data_exfil_behavior,C_total_behavioral_risk,label,source,package_name
mysql-connector-python,87,10,True,True,False,87,1028,7,229,0.022786799371398637,55,32,22,7,True,2,1,True,0,0,False,318,5,3818,0.08328968046097433,3.6182507548879035,4.851365993588128,14,0,0,0,0,1,0,7,2,3,4,1,0,1,1,5,2,5,1028,339,6,50.0,5,1,317,5,0,0.0,1,0,1,1,90,0,benign,mysql-connector-python
nbclient,64,1,True,False,False,44,464,3,162,0.02118440057775638,3,32,0,3,True,21,0,True,0,0,False,157,4,2077,0.07558979297063072,3.3924225733010056,4.436976096875282,0,0,0,0,0,0,0,3,0,1,4,1,0,0,0,4,0,1,464,209,4,10.0,1,1,156,5,0,0.0,1,0,1,1,50,0,benign,nbclient
nbconvert,39,4,True,False,False,27,222,4,109,0.019148936170212766,23,2,0,4,True,7,1,True,0,0,False,56,4,1410,0.03971631205673759,3.5083026135658213,4.539954558658175,2,0,0,0,0,0,0,4,0,1,0,1,0,0,1,0,1,1,222,129,4,20.0,2,1,55,4,0,0.0,1,0,1,1,60,0,benign,nbconvert
nbformat,52,3,True,False,False,78,290,1,134,0.047244094488188976,13,8,0,1,True,15,0,True,0,0,False,99,5,1651,0.05996365838885524,3.5869773841664716,4.836080318455742,2,0,0,0,0,0,0,1,0,1,5,1,0,0,0,5,0,1,290,159,3,30.0,3,1,98,5,0,0.0,1,0,1,1,70,0,benign,nbformat
netmiko,68,5,True,False,True,145,775,1,217,0.03780964797913951,11,14,0,1,True,22,0,True,0,0,False,327,6,3835,0.08526727509778358,3.6734369462370475,4.849509760847633,3,0,0,0,0,1,0,1,1,3,19,1,0,0,0,20,0,4,775,284,4,90.0,9,1,326,6,3,0.7,1,1,1,1,190,0,benign,netmiko
networkx,43,3,True,True,False,14,207,0,97,0.014553014553014554,1,2,11,0,True,0,0,False,0,0,False,31,3,962,0.032224532224532226,3.609686016179664,4.502312540485656,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,207,108,3,0.0,0,0,30,3,0,0.0,1,0,0,1,40,0,benign,networkx
nltk,94,6,True,True,False,414,2273,34,441,0.04767937348842566,36,34,6,26,True,172,1,True,0,0,False,840,12,8683,0.09674075780260279,3.56441612342619,4.588421175007884,1,0,0,0,0,1,0,26,1,2,6,1,0,0,0,7,0,3,2268,715,4,0.0,0,0,839,12,1,0.4,1,1,0,1,60,0,benign,nltk
numpy,28,1,True,False,False,33,160,0,64,0.021526418786692758,0,1,0,0,False,5,0,True,0,0,False,40,2,1533,0.02609262883235486,3.6541700519658797,4.701746263386654,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,160,69,4,0.0,0,0,39,2,0,0.0,0,0,0,0,0,0,benign,numpy
oauthlib,37,0,False,False,False,119,340,2,109,0.04383057090239411,2,1,0,2,False,25,0,True,0,0,False,64,2,2715,0.023572744014732964,3.6488122641004006,5.5849625007211605,8,0,0,0,0,1,0,2,1,0,26,1,0,0,0,27,0,1,340,145,3,0.0,0,0,63,3,2,0.6000000000000001,0,0,0,0,40,0,benign,oauthlib
opencv-python,22,4,True,False,False,57,214,3,64,0.09178743961352658,2,2,1,2,False,22,1,True,0,0,False,68,5,621,0.10950080515297907,3.824153517546389,4.6875,5,0,0,0,0,0,0,2,0,3,0,1,0,1,1,0,2,3,214,69,4,10.0,1,1,67,5,0,0.0,0,0,1,0,10,0,benign,opencv-python
openpyxl,54,1,True,False,False,76,237,1,90,0.060654429369513166,9,5,0,1,True,27,0,True,0,0,False,81,6,1253,0.06464485235434957,3.661512661111119,4.36141101449935,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,237,106,3,10.0,1,1,80,6,0,0.0,0,0,1,0,10,0,benign,openpyxl
orjson,2,0,False,False,False,0,0,0,0,0.0,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.3590554589157664,3.8268748818646365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,benign,orjson
packaging,75,5,True,True,False,171,743,9,207,0.04075309818875119,6,7,7,9,True,52,1,True,0,0,False,315,5,4196,0.07507149666348904,3.45245226871547,4.648243205915916,1,0,0,0,0,0,0,9,0,3,3,1,0,1,1,3,2,3,741,288,5,0.0,0,0,314,6,0,0.0,0,0,1,0,0,0,benign,packaging
pandas,95,6,True,True,False,161,541,1,145,0.04263771186440678,1,6,1,1,True,14,0,True,0,0,False,128,8,3776,0.03389830508474576,3.4289282543579067,4.5366702556565315,1,0,0,0,0,0,1,0,0,2,1,1,0,0,1,1,1,2,540,178,4,0.0,0,0,127,8,0,0.0,0,0,0,0,0,0,benign,pandas
pandocfilters,12,2,True,False,False,14,95,0,34,0.040229885057471264,8,2,0,0,True,4,0,True,0,0,False,29,6,348,0.08333333333333333,3.6677814881932966,4.272140159802108,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,94,39,4,0.0,0,0,28,6,0,0.0,0,0,1,1,25,0,benign,pandocfilters
paramiko,94,15,True,False,True,124,899,8,231,0.04154103852596315,29,42,0,0,True,8,0,True,0,0,False,234,9,2985,0.07839195979899498,3.643543168848981,5.228074536053747,3,0,0,0,0,0,0,0,1,3,2,1,0,0,0,2,0,4,899,313,4,110.0,11,1,233,9,2,0.9000000000000001,1,1,1,1,190,0,benign,paramiko
parso,59,6,True,False,False,134,322,0,169,0.06285178236397748,14,3,2,0,True,17,0,True,0,0,False,149,3,2132,0.0698874296435272,3.4595468624818886,4.391993045782167,0,0,0,0,0,0,0,0,1,2,2,1,0,1,1,2,2,3,322,196,4,0.0,0,0,148,4,0,0.0,1,1,1,0,15,0,benign,parso
passlib,89,4,True,False,False,210,766,0,224,0.03260869565217391,15,18,0,0,True,51,0,True,0,0,False,320,6,6440,0.049689440993788817,3.7067325988112523,6.1699250014423175,7,0,0,0,0,1,0,0,0,2,12,1,0,0,0,13,0,2,765,309,3,0.0,0,0,319,6,3,0.4,0,0,0,1,85,0,benign,passlib
pdf2image,25,4,True,True,False,21,199,0,65,0.02275189599133261,13,3,5,0,True,9,0,True,0,0,False,78,4,923,0.08450704225352113,3.641894585737065,4.38076896270567,0,0,0,0,0,1,0,0,0,2,4,1,0,1,0,5,1,2,199,79,4,0.0,0,0,77,4,0,0.0,0,0,1,1,25,0,benign,pdf2image
pdfplumber,92,2,True,True,False,154,600,2,215,0.061971830985915494,12,25,1,2,True,57,1,True,0,0,False,223,6,2485,0.089738430583501,3.522743805732005,4.442465561727941,0,0,0,0,0,1,0,2,0,0,7,1,0,0,0,8,0,0,598,277,4,0.0,0,0,222,6,0,0.0,0,0,1,0,0,0,benign,pdfplumber
pexpect,58,5,True,False,False,38,470,2,83,0.0219526285384171,28,2,0,2,True,0,0,False,0,0,False,130,16,1731,0.07510109763142692,3.5525665268747626,4.711360762349738,2,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,2,470,107,3,90.0,9,1,129,16,2,0.5,1,0,1,1,170,0,benign,pexpect
pickleshare,21,3,True,False,False,24,123,2,61,0.050955414012738856,8,4,0,2,True,1,1,True,0,0,False,49,4,471,0.1040339702760085,3.5711015899145817,4.344603305371516,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,1,1,123,75,3,10.0,1,1,48,4,0,0.0,0,0,0,0,10,0,benign,pickleshare
pillow,46,2,True,True,False,34,524,0,103,0.02216427640156454,15,46,1,0,True,19,0,True,0,0,False,208,7,1534,0.13559322033898305,3.522986845474612,4.537635087443512,2,0,1,0,0,1,0,0,0,2,5,1,0,0,3,7,3,2,524,130,4,0.0,0,0,207,7,0,0.0,0,0,0,1,25,0,benign,pillow
pip,110,7,True,True,False,132,486,0,203,0.049754994346023367,8,5,3,0,True,10,0,True,0,0,False,150,3,2653,0.05653976630229928,3.685815141486321,4.722027548259444,5,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,1,2,486,264,4,0.0,0,0,149,3,0,0.0,0,0,1,1,25,0,benign,pip
platformdirs,82,6,True,False,False,174,379,6,79,0.0800736309249885,3,16,0,6,True,9,0,True,0,0,False,92,3,2173,0.04233778186838472,3.6006090122872383,4.705700450638655,9,0,0,0,0,0,4,2,0,3,0,1,0,0,0,0,0,3,378,89,3,0.0,0,0,91,3,1,0.4,0,0,0,0,20,0,benign,platformdirs
playwright,130,1,False,True,False,882,2902,0,325,0.02063350956814673,0,18,2,0,True,18,0,True,0,0,False,29,3,42746,0.0006784260515603799,3.1776377591571263,4.189586855939285,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,2902,336,4,0.0,0,0,28,3,3,0.8,1,0,1,0,75,0,benign,playwright
pluggy,25,1,False,True,False,23,75,0,50,0.05623471882640587,0,0,0,0,False,0,0,False,0,0,False,14,3,409,0.034229828850855744,3.6018086133125906,4.5444138295776115,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75,51,3,0.0,0,0,13,3,0,0.0,0,0,0,0,0,0,benign,pluggy
progressbar2,82,5,True,False,False,194,792,1,207,0.05403899721448468,26,13,0,1,True,19,0,True,0,0,False,249,5,3590,0.06935933147632312,3.5351166388298587,4.784142858171084,1,0,0,0,0,0,0,1,2,2,1,1,0,0,0,1,0,4,792,299,3,0.0,0,0,248,5,0,0.0,0,0,0,1,25,0,benign,progressbar2
prometheus-client,77,5,True,False,True,168,751,3,217,0.058031088082901555,10,29,0,3,True,26,1,True,0,0,False,253,8,2895,0.08739205526770294,3.662847994561584,4.7459284918210995,5,0,0,0,0,1,0,3,1,3,16,1,0,0,1,17,1,4,749,299,5,0.0,0,0,252,8,2,0.4,1,0,1,1,80,0,benign,prometheus-client
protobuf,54,2,True,False,False,135,1184,1,175,0.01946928179982694,2,1,0,1,False,21,1,True,0,0,False,242,9,6934,0.03490049033746755,3.549521922538419,4.933734293236479,8,0,10,0,0,1,0,1,0,1,37,1,0,0,0,48,0,1,1184,231,3,0.0,0,0,241,9,0,0.0,0,0,1,0,0,0,benign,protobuf
psycopg2-binary,47,1,True,False,False,204,631,9,162,0.05498652291105121,1,2,0,9,False,51,0,True,0,0,False,284,4,3710,0.07654986522911052,3.8416946677188033,4.947613208833765,7,0,0,0,0,1,0,9,1,1,14,1,0,0,0,15,0,2,631,242,4,0.0,0,0,283,5,2,0.4,1,1,1,1,80,0,benign,psycopg2-binary
ptyprocess,53,8,True,False,False,59,304,0,123,0.03644224830142063,34,2,0,0,True,9,0,True,0,0,False,125,4,1619,0.07720815318097592,3.622680861881031,4.311037868342278,0,0,0,0,0,1,0,0,1,3,13,1,0,0,1,14,1,4,303,168,3,110.0,11,1,124,5,2,0.5,1,0,1,1,190,0,benign,ptyprocess
pure-eval,47,1,True,False,False,111,494,5,109,0.06317586795674444,3,3,0,5,True,67,1,True,0,0,False,125,9,1757,0.07114399544678429,3.372898780089174,4.163856189774723,0,0,0,0,0,0,0,5,0,1,0,1,0,0,1,0,1,1,493,120,3,0.0,0,0,124,9,0,0.0,0,0,0,0,0,0,benign,pure-eval
pyasn1,44,3,True,False,False,91,753,0,188,0.022541491206341344,9,18,0,0,True,53,0,True,0,0,False,535,9,4037,0.13252415159772107,3.6142192392379213,4.423487650544801,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,753,221,4,0.0,0,0,534,9,0,0.0,0,0,0,0,0,0,benign,pyasn1
pyasn1-modules,31,0,False,False,False,4,903,0,160,0.002663115845539281,1,0,0,0,False,0,0,False,0,0,False,8,3,1502,0.005326231691078562,3.192303425424806,3.943465189601646,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,5,0,0,903,173,8,0.0,0,0,7,3,0,0.0,0,0,0,0,0,0,benign,pyasn1-modules
pycodestyle,55,2,True,False,False,153,887,23,187,0.03878326996197719,10,8,1,23,True,9,0,True,0,0,False,434,12,3945,0.1100126742712294,3.5713305238839594,4.548555858567652,1,0,0,0,0,0,0,23,1,1,0,1,0,0,1,0,1,2,886,309,4,0.0,0,0,433,12,0,0.0,0,0,0,1,25,0,benign,pycodestyle
pycryptodome,66,6,True,False,False,61,521,4,149,0.023561220548474315,15,18,2,4,True,10,1,True,0,0,False,156,4,2589,0.06025492468134415,3.568547611088193,6.0,1,0,0,0,0,0,1,3,0,1,4,1,0,0,1,4,1,1,521,196,5,0.0,0,0,155,4,0,0.0,1,1,1,0,15,0,benign,pycryptodome
pydantic,54,0,False,False,False,60,217,0,90,0.0225140712945591,0,1,0,0,False,23,0,True,0,0,False,73,3,2665,0.027392120075046905,3.4207776552105904,4.451039598340283,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,217,95,3,0.0,0,0,72,3,0,0.0,0,0,0,0,0,0,benign,pydantic
pydantic-core,26,0,False,False,False,104,113,0,20,0.02255476035567122,0,1,0,0,False,0,0,False,0,0,False,21,2,4611,0.004554326610279766,3.405955616942255,4.354861598446747,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,113,20,2,0.0,0,0,20,2,0,0.0,0,0,0,0,0,0,benign,pydantic-core
pyflakes,33,2,True,False,False,179,735,7,185,0.05992634750585872,17,6,1,7,True,159,1,True,0,0,False,324,6,2987,0.10847003682624708,3.5947238233928145,4.536286231168866,1,0,0,0,0,0,0,7,0,2,0,1,0,1,1,0,2,2,735,234,4,0.0,0,0,323,6,0,0.0,0,0,1,1,25,0,benign,pyflakes
pyjwt,69,1,True,False,False,108,534,0,168,0.047787610619469026,4,29,1,0,True,65,0,True,0,0,False,225,6,2260,0.09955752212389381,3.7648059382615817,4.658905484150671,3,0,0,0,0,1,0,0,0,2,27,1,0,1,0,28,1,2,533,205,4,0.0,0,0,224,6,2,0.4,1,1,1,1,80,0,benign,pyjwt
pylint,21,1,True,False,False,25,89,0,51,0.039936102236421724,5,0,0,0,False,0,0,False,0,0,False,25,4,626,0.039936102236421724,3.732336796961174,4.543851526544547,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,89,58,3,0.0,0,0,24,4,0,0.0,0,0,0,1,25,0,benign,pylint
pymongo,61,10,True,True,False,105,666,0,122,0.046583850931677016,31,5,6,0,True,4,0,True,0,0,False,195,4,2254,0.0865128660159716,3.490716531158026,5.107715620570162,11,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,2,666,166,4,0.0,0,0,194,4,0,0.0,1,1,1,1,40,0,benign,pymongo
pyparsing,26,1,True,False,False,140,926,3,212,0.033734939759036145,2,0,0,1,False,9,0,True,0,0,False,118,5,4150,0.028433734939759037,3.1956123219487926,4.947613208833765,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,883,305,6,0.0,0,0,117,5,1,0.4,0,0,1,0,20,0,benign,pyparsing
pypdf2,79,0,False,False,False,155,827,1,201,0.03773125608568646,5,26,0,1,True,49,0,True,0,0,False,341,11,4108,0.08300876338851022,3.428419475707471,4.562373354557566,2,0,0,0,0,1,0,1,0,0,41,1,0,0,0,42,0,0,827,277,7,0.0,0,0,340,11,0,0.0,0,0,0,1,25,0,benign,pypdf2
pytest,26,1,True,False,False,5,36,3,24,0.011467889908256881,0,0,1,3,False,0,1,False,0,0,False,10,1,436,0.022935779816513763,3.5695524806515,4.642053922799593,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,36,25,2,0.0,0,0,9,1,0,0.0,0,0,0,0,0,0,benign,pytest
pytest-cov,42,6,True,True,True,59,285,1,128,0.05207413945278023,19,1,0,1,True,14,0,True,0,0,False,96,3,1133,0.08473080317740513,3.62465967760726,4.631976249450903,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,285,147,3,0.0,0,0,95,3,0,0.0,1,0,1,0,15,0,benign,pytest-cov
python-dateutil,56,3,True,False,False,81,574,0,137,0.026662277814351546,10,5,0,0,True,37,0,True,0,0,False,357,11,3038,0.1175115207373272,3.4494921075140237,4.426733681937771,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,573,210,4,0.0,0,0,356,11,0,0.0,0,0,0,1,25,0,benign,python-dateutil
python-docx,47,3,True,False,False,151,356,6,39,0.09201706276660573,1,4,0,6,False,37,1,True,0,0,False,7,1,1641,0.0042656916514320535,3.6712576261098984,4.491861884754925,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,356,53,3,0.0,0,0,6,1,0,0.0,0,0,0,0,0,0,benign,python-docx
python-dotenv,46,4,True,True,False,90,308,3,130,0.0683371298405467,10,3,1,3,True,6,0,True,0,0,False,88,4,1317,0.06681852695520121,3.5783417651041094,4.83489131180732,1,0,0,0,0,0,1,2,0,1,1,1,1,0,0,1,1,1,308,145,2,0.0,0,0,87,4,0,0.0,0,0,1,1,25,0,benign,python-dotenv
pytz,60,3,True,False,False,169,809,0,149,0.043300025621316934,13,4,0,0,True,18,0,True,0,0,False,155,7,3903,0.03971304125032027,3.42548142983376,4.391993045782167,0,0,0,0,0,1,0,0,1,2,8,1,0,0,1,9,1,3,805,220,4,0.0,0,0,154,7,0,0.0,0,0,0,0,0,0,benign,pytz
redis,104,3,True,False,True,635,1742,3,433,0.06493506493506493,10,83,0,3,True,83,1,True,0,0,False,771,6,9779,0.0788424174250946,3.4859256155592337,4.568109533026568,4,0,0,0,0,1,0,3,0,1,15,1,0,0,0,16,0,1,1740,715,5,240.0,24,1,770,6,3,0.6000000000000001,1,1,1,1,340,0,benign,redis
requests,74,3,True,False,True,105,359,2,162,0.0457117979973879,5,13,3,2,True,44,1,True,0,0,False,159,5,2297,0.06922072268175881,3.6675671382471053,4.449462721374186,0,0,0,0,0,0,0,2,1,2,11,1,0,1,1,11,2,3,359,205,4,10.0,1,1,158,5,2,0.7,1,1,1,1,90,0,benign,requests
rich,128,3,True,False,False,178,788,3,257,0.03656532456861134,13,21,0,2,True,30,0,True,0,0,False,321,12,4868,0.06594083812654067,3.4891065786267688,4.627610069453238,5,0,0,0,0,0,0,2,0,1,5,1,0,0,0,5,0,1,788,340,5,0.0,0,0,320,12,2,0.4,0,0,1,1,65,0,benign,rich
rq,65,3,True,False,True,82,282,0,132,0.05678670360110803,1,2,0,0,False,4,0,True,0,0,False,79,3,1444,0.054709141274238225,3.756659867816005,4.515311532225102,3,0,0,0,0,0,0,0,1,1,2,1,0,0,0,2,0,2,282,179,2,0.0,0,0,78,4,1,0.5,1,1,0,0,35,0,benign,rq
rsa,48,1,True,False,False,92,379,0,139,0.03677058353317346,16,2,0,0,True,15,0,True,0,0,False,119,3,2502,0.04756195043964828,3.5767728646203105,4.430801987388406,0,0,9,0,0,0,0,0,0,0,9,1,0,0,1,18,1,0,379,161,5,10.0,1,1,118,4,0,0.0,1,1,0,1,50,0,benign,rsa
s3transfer,61,3,True,False,True,241,503,2,266,0.065882996172772,16,17,0,2,True,20,0,True,0,0,False,164,3,3658,0.0448332422088573,3.601821590262541,4.57035949906532,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,3,501,330,3,0.0,0,0,163,4,1,0.4,1,0,1,1,60,0,benign,s3transfer
scapy,149,8,True,True,True,302,1022,1,334,0.06952117863720074,14,57,8,1,True,94,0,True,0,0,False,447,8,4344,0.10290055248618785,3.450530799579117,4.526180668235663,1,0,0,0,0,0,1,0,1,1,5,1,0,0,1,5,1,2,1021,512,4,80.0,8,1,446,9,0,0.0,1,1,0,1,120,0,benign,scapy
scipy,67,2,True,False,False,105,940,0,226,0.01590186278964107,0,10,0,0,True,18,0,True,0,0,False,309,5,6603,0.04679691049522944,3.6579327748379935,4.907152765207853,13,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,2,940,276,4,0.0,0,0,308,5,1,0.6000000000000001,1,0,0,1,60,0,benign,scipy
scrapy,68,2,True,False,False,53,238,1,137,0.05165692007797271,3,5,2,1,True,3,0,True,0,0,False,76,5,1026,0.07407407407407407,3.696881049527865,4.774438337747362,2,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,1,2,238,148,3,0.0,0,0,75,5,0,0.0,1,0,1,1,40,0,benign,scrapy
seaborn,51,3,True,False,False,45,458,6,170,0.029742233972240583,40,7,0,5,True,4,1,True,0,0,False,95,6,1513,0.06278916060806344,3.4261004198901115,4.618011556977366,1,0,0,0,0,0,0,5,0,2,0,1,0,0,0,0,0,2,458,229,3,30.0,3,1,94,6,0,0.0,1,0,1,1,70,0,benign,seaborn
selenium,49,0,False,False,False,21,40,0,11,0.026854219948849106,0,0,0,0,False,2,0,True,0,0,False,4,1,782,0.005115089514066497,3.81600511444995,4.817551365376541,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,11,2,0.0,0,0,3,1,0,0.0,0,0,0,0,0,0,benign,selenium
sentry-sdk,152,4,True,False,True,176,594,0,206,0.03728813559322034,11,78,0,0,True,32,0,True,0,0,False,234,10,4720,0.04957627118644068,3.3708900791300747,4.559586250613778,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,3,0,2,594,285,4,0.0,0,0,233,10,3,0.9000000000000001,1,0,0,1,100,0,benign,sentry-sdk
setuptools,101,8,True,True,False,381,1480,14,378,0.06763713829220663,35,21,6,14,True,43,1,True,0,0,False,287,4,5633,0.05094976034084857,3.60236258270002,4.81282244802686,13,0,0,0,0,0,3,11,0,4,2,1,0,1,2,2,3,4,1478,572,5,20.0,2,1,286,5,0,0.0,0,0,1,1,45,0,benign,setuptools
six,47,1,True,False,False,187,759,3,166,0.07988039299444681,8,3,0,3,True,136,1,True,0,0,False,135,4,2341,0.05766766339171294,3.351157522391344,4.43843486582502,0,0,0,0,0,0,2,1,0,1,8,1,0,0,1,8,1,1,742,190,4,0.0,0,0,134,4,1,0.4,0,0,1,1,45,0,benign,six
snowballstemmer,18,0,False,False,False,83,1927,1,117,0.02238403451995685,11,0,0,1,True,0,0,False,0,0,False,544,52,3708,0.14670981661272922,3.1906947229346234,4.310586418631468,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1927,124,2,0.0,0,0,543,56,0,0.0,0,0,0,1,25,0,benign,snowballstemmer
spacy,129,1,False,False,False,127,1111,1,252,0.02466019417475728,7,33,0,1,True,80,0,True,0,0,False,317,7,5150,0.061553398058252426,3.832594820470086,4.66632304878036,12,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,1,2,1034,414,3,0.0,0,0,316,7,0,0.0,1,1,0,1,40,0,benign,spacy
sphinx,121,5,True,False,False,203,766,3,216,0.041803953871499176,6,22,0,3,True,49,1,True,0,0,False,184,4,4856,0.03789126853377265,3.554864422172594,4.624895835336544,3,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,1,764,272,3,10.0,1,1,183,4,0,0.0,1,1,1,1,50,0,benign,sphinx
sqlalchemy,471,0,False,False,False,131,272,4,119,0.04998092331171309,0,6,0,4,True,13,0,True,0,0,False,98,4,2621,0.037390309042350245,3.5546166982903658,4.836709011755515,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,272,145,3,0.0,0,0,97,4,2,0.4,0,0,0,0,40,0,benign,sqlalchemy
sqlparse,24,1,True,False,False,77,343,2,107,0.02850796001480933,7,29,0,2,True,22,0,True,0,0,False,155,7,2701,0.05738615327656423,3.351419236801308,4.522571589136361,1,0,0,0,0,0,0,2,0,0,3,1,0,0,0,3,0,0,343,135,4,0.0,0,0,154,7,0,0.0,0,0,0,1,25,0,benign,sqlparse
stack-data,87,3,True,False,False,129,591,2,183,0.05041031652989449,0,1,0,2,False,39,1,True,0,0,False,180,5,2559,0.07033997655334115,2.598270964376323,4.7405156860254145,5,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,1,1,591,220,4,0.0,0,0,179,5,0,0.0,0,0,0,0,0,0,benign,stack-data
tensorflow,357,1,True,False,False,8,191,0,65,0.007820136852394917,0,1,0,0,False,16,0,True,0,0,False,69,3,1023,0.06744868035190615,3.5848661730515397,4.904855886204963,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,188,67,3,0.0,0,0,68,3,0,0.0,0,0,0,0,0,0,benign,tensorflow
threadpoolctl,18,1,True,False,False,77,265,1,131,0.05945945945945946,0,2,0,1,False,38,1,True,0,0,False,81,4,1295,0.06254826254826255,3.7415755651030764,4.462011228373657,0,0,0,0,0,1,0,1,0,1,11,1,0,0,0,12,0,1,263,146,3,0.0,0,0,80,4,0,0.0,0,0,1,0,0,0,benign,threadpoolctl
tinycss2,0,0,False,False,False,0,0,0,0,0.0,0,0,0,0,False,0,0,False,0,0,False,0,0,0,0.0,3.415891348529386,4.66439543004634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,benign,tinycss2
toml,45,4,True,False,False,83,549,3,123,0.045454545454545456,10,1,0,3,True,30,0,True,0,0,False,333,10,1826,0.1823658269441402,3.640283273325287,4.3834651896016465,0,0,0,0,0,0,0,3,1,1,4,1,0,0,1,4,1,2,549,179,3,0.0,0,0,332,10,0,0.0,0,0,0,0,0,0,benign,toml
tomli,16,0,False,False,False,40,222,3,79,0.04352557127312296,1,0,0,3,False,10,0,True,0,0,False,127,4,919,0.1381936887921654,3.771013888298218,4.700439718141092,2,0,0,0,0,0,0,3,0,1,1,1,0,0,0,1,0,1,222,91,3,0.0,0,0,126,4,0,0.0,0,0,0,1,25,0,benign,tomli
torch,36,2,True,True,False,21,193,1,74,0.01744186046511628,1,0,3,1,False,18,1,True,0,0,False,64,5,1204,0.053156146179401995,3.664794315934691,4.469254944302744,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,193,81,3,20.0,2,1,63,5,0,0.0,1,0,1,1,60,0,benign,torch
tornado,119,5,True,True,False,180,1012,6,311,0.031419095828242274,10,19,1,6,True,54,1,True,0,0,False,406,5,5729,0.07086751614592425,3.531422396852198,4.568264587577656,1,0,0,0,0,1,0,6,1,3,16,1,0,0,1,17,1,4,1011,436,4,10.0,1,1,405,5,3,1.0,1,1,1,1,110,0,benign,tornado
tox,127,5,True,False,True,144,425,0,204,0.08470588235294117,5,4,1,0,True,29,0,True,0,0,False,98,4,1700,0.05764705882352941,3.5736286528837327,4.87596103847067,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,425,248,3,0.0,0,0,97,4,0,0.0,1,0,1,1,40,0,benign,tox
